id,title,property_type,price,area_sqft,bedrooms,address,locality,city,latitude,longitude
prop_17,3 BHK Apartment in HSR Layout,apartment,10485888,1328,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.925934,77.65106
prop_18,3 BHK Apartment in Koramangala,apartment,9824334,1054,3,"Random Street, Koramangala",Koramangala,Bangalore,12.92139,77.61328
prop_19,4 BHK Apartment in Whitefield,apartment,11235058,1454,4,"Random Street, Whitefield",Whitefield,Bangalore,12.959315,77.761016
prop_20,3 BHK Apartment in Bellandur,apartment,8557910,1205,3,"Random Street, Bellandur",Bellandur,Bangalore,12.931959,77.681563
prop_21,3 BHK Apartment in Bellandur,apartment,10610481,1393,3,"Random Street, Bellandur",Bellandur,Bangalore,12.94446,77.688307
prop_22,4 BHK Apartment in Indiranagar,apartment,15030840,1416,4,"Random Street, Indiranagar",Indiranagar,Bangalore,12.984813,77.627639
prop_23,3 BHK Apartment in Hebbal,apartment,11204024,1352,3,"Random Street, Hebbal",Hebbal,Bangalore,13.037036,77.597726
prop_24,5 BHK Apartment in Whitefield,apartment,13719432,1951,5,"Random Street, Whitefield",Whitefield,Bangalore,12.958494,77.755742
prop_25,2 BHK Apartment in Electronic City,apartment,5168044,974,2,"Random Street, Electronic City",Electronic City,Bangalore,12.844783,77.646007
prop_26,3 BHK Apartment in HSR Layout,apartment,9548496,1104,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.910108,77.640489
prop_27,3 BHK Apartment in Bellandur,apartment,8597638,1162,3,"Random Street, Bellandur",Bellandur,Bangalore,12.92346,77.677658
prop_28,4 BHK Apartment in Marathahalli,apartment,9532284,1614,4,"Random Street, Marathahalli",Marathahalli,Bangalore,12.965894,77.712187
prop_29,3 BHK Apartment in Electronic City,apartment,7767900,1350,3,"Random Street, Electronic City",Electronic City,Bangalore,12.838708,77.65517
prop_30,3 BHK Apartment in Koramangala,apartment,11097752,1226,3,"Random Street, Koramangala",Koramangala,Bangalore,12.936241,77.618412
prop_31,3 BHK Apartment in Sarjapur,apartment,7158706,1121,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.908617,77.682726
prop_32,3 BHK Apartment in Jayanagar,apartment,11055111,1219,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.938846,77.592866
prop_33,3 BHK Apartment in Jayanagar,apartment,11364108,1239,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.918314,77.573545
prop_34,3 BHK Apartment in Sarjapur,apartment,7062552,1038,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.918201,77.670688
prop_35,2 BHK Apartment in Jayanagar,apartment,8633520,945,2,"Random Street, Jayanagar",Jayanagar,Bangalore,12.941069,77.57735
prop_36,3 BHK Apartment in Sarjapur,apartment,7273217,1057,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.912353,77.677251
prop_37,4 BHK Apartment in Hebbal,apartment,11811487,1511,4,"Random Street, Hebbal",Hebbal,Bangalore,13.047452,77.601022
prop_38,2 BHK Apartment in Koramangala,apartment,7822836,777,2,"Random Street, Koramangala",Koramangala,Bangalore,12.921267,77.61492
prop_39,3 BHK Apartment in Indiranagar,apartment,13560534,1269,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.986394,77.644234
prop_40,3 BHK Apartment in Whitefield,apartment,9348950,1235,3,"Random Street, Whitefield",Whitefield,Bangalore,12.973836,77.764883
prop_41,3 BHK Apartment in HSR Layout,apartment,8942765,1105,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.913868,77.653193
prop_42,3 BHK Apartment in Sarjapur,apartment,9244851,1291,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.917036,77.686314
prop_43,3 BHK Apartment in Marathahalli,apartment,7446340,1210,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.950546,77.702635
prop_44,3 BHK Apartment in Sarjapur,apartment,7936564,1124,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.921391,77.660773
prop_45,3 BHK Apartment in Marathahalli,apartment,8425300,1300,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.955551,77.709986
prop_46,3 BHK Apartment in Sarjapur,apartment,8012859,1301,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.927674,77.678352
prop_47,3 BHK Apartment in Indiranagar,apartment,12845774,1202,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.956986,77.652143
prop_48,3 BHK Apartment in Indiranagar,apartment,12156475,1123,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.960091,77.635732
prop_49,4 BHK Apartment in Whitefield,apartment,11525152,1552,4,"Random Street, Whitefield",Whitefield,Bangalore,12.97915,77.759362
prop_50,4 BHK Apartment in Hebbal,apartment,13111098,1554,4,"Random Street, Hebbal",Hebbal,Bangalore,13.041052,77.602911
prop_51,4 BHK Apartment in Hebbal,apartment,14459620,1790,4,"Random Street, Hebbal",Hebbal,Bangalore,13.043071,77.599496
prop_52,4 BHK Apartment in Jayanagar,apartment,12551424,1416,4,"Random Street, Jayanagar",Jayanagar,Bangalore,12.921345,77.587488
prop_53,3 BHK Apartment in Jayanagar,apartment,8775856,1076,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.933173,77.571751
prop_54,3 BHK Apartment in Indiranagar,apartment,12135858,1173,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.978944,77.642223
prop_55,4 BHK Apartment in Bellandur,apartment,10403080,1415,4,"Random Street, Bellandur",Bellandur,Bangalore,12.93519,77.687456
prop_56,3 BHK Apartment in Jayanagar,apartment,10831569,1257,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.932849,77.568663
prop_57,3 BHK Apartment in Electronic City,apartment,5222360,1079,3,"Random Street, Electronic City",Electronic City,Bangalore,12.845403,77.652045
prop_58,3 BHK Apartment in Whitefield,apartment,9524672,1376,3,"Random Street, Whitefield",Whitefield,Bangalore,12.956842,77.763105
prop_59,3 BHK Apartment in Indiranagar,apartment,12640248,1173,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.9625,77.648561
prop_60,2 BHK Apartment in Jayanagar,apartment,7512758,902,2,"Random Street, Jayanagar",Jayanagar,Bangalore,12.943941,77.575655
prop_61,4 BHK Apartment in Whitefield,apartment,10068876,1438,4,"Random Street, Whitefield",Whitefield,Bangalore,12.982565,77.756413
prop_62,2 BHK Apartment in HSR Layout,apartment,7005285,945,2,"Random Street, HSR Layout",HSR Layout,Bangalore,12.922303,77.637975
prop_63,3 BHK Apartment in Bellandur,apartment,9293666,1238,3,"Random Street, Bellandur",Bellandur,Bangalore,12.939682,77.674167
prop_64,4 BHK Apartment in Sarjapur,apartment,9464080,1405,4,"Random Street, Sarjapur",Sarjapur,Bangalore,12.909012,77.671801
prop_65,3 BHK Apartment in Hebbal,apartment,9950501,1199,3,"Random Street, Hebbal",Hebbal,Bangalore,13.022438,77.612247
prop_66,3 BHK Apartment in Sarjapur,apartment,6822387,1053,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.916598,77.661213
prop_67,3 BHK Apartment in HSR Layout,apartment,8093958,1086,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.903311,77.631866
prop_68,3 BHK Apartment in Whitefield,apartment,9604245,1253,3,"Random Street, Whitefield",Whitefield,Bangalore,12.957722,77.754166
prop_69,2 BHK Apartment in Electronic City,apartment,6354810,990,2,"Random Street, Electronic City",Electronic City,Bangalore,12.830512,77.672965
prop_70,4 BHK Apartment in Indiranagar,apartment,16178560,1487,4,"Random Street, Indiranagar",Indiranagar,Bangalore,12.958562,77.647629
prop_71,4 BHK Apartment in Marathahalli,apartment,12281865,1707,4,"Random Street, Marathahalli",Marathahalli,Bangalore,12.942866,77.690307
prop_72,3 BHK Apartment in Hebbal,apartment,10788288,1288,3,"Random Street, Hebbal",Hebbal,Bangalore,13.020485,77.607639
prop_73,3 BHK Apartment in Jayanagar,apartment,11290656,1248,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.917327,77.591116
prop_74,3 BHK Apartment in Electronic City,apartment,5941672,1076,3,"Random Street, Electronic City",Electronic City,Bangalore,12.848857,77.658213
prop_75,3 BHK Apartment in Koramangala,apartment,11466280,1240,3,"Random Street, Koramangala",Koramangala,Bangalore,12.929794,77.61547
prop_76,4 BHK Apartment in Jayanagar,apartment,13086845,1465,4,"Random Street, Jayanagar",Jayanagar,Bangalore,12.928094,77.583431
prop_77,4 BHK Apartment in Koramangala,apartment,14144682,1493,4,"Random Street, Koramangala",Koramangala,Bangalore,12.929314,77.631772
prop_78,3 BHK Apartment in Whitefield,apartment,9198878,1313,3,"Random Street, Whitefield",Whitefield,Bangalore,12.965866,77.743189
prop_79,3 BHK Apartment in HSR Layout,apartment,9203516,1148,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.924068,77.657063
prop_80,3 BHK Apartment in Bellandur,apartment,9492544,1328,3,"Random Street, Bellandur",Bellandur,Bangalore,12.927371,77.674823
prop_81,3 BHK Apartment in Marathahalli,apartment,8982018,1341,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.945,77.691813
prop_82,4 BHK Apartment in Hebbal,apartment,12801340,1564,4,"Random Street, Hebbal",Hebbal,Bangalore,13.038878,77.593783
prop_83,3 BHK Apartment in Sarjapur,apartment,8744597,1163,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.934466,77.663872
prop_84,4 BHK Apartment in Whitefield,apartment,11884608,1504,4,"Random Street, Whitefield",Whitefield,Bangalore,12.982388,77.763453
prop_85,4 BHK Apartment in Hebbal,apartment,13057620,1538,4,"Random Street, Hebbal",Hebbal,Bangalore,13.028012,77.613474
prop_86,2 BHK Apartment in Indiranagar,apartment,10575806,998,2,"Random Street, Indiranagar",Indiranagar,Bangalore,12.966427,77.651509
prop_87,4 BHK Apartment in Bellandur,apartment,10609745,1427,4,"Random Street, Bellandur",Bellandur,Bangalore,12.928947,77.682005
prop_88,4 BHK Apartment in Whitefield,apartment,12104192,1504,4,"Random Street, Whitefield",Whitefield,Bangalore,12.978831,77.753011
prop_89,3 BHK Apartment in Marathahalli,apartment,7972235,1207,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.963711,77.704725
prop_90,3 BHK Apartment in Indiranagar,apartment,12149805,1185,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.971198,77.651056
prop_91,2 BHK Apartment in Koramangala,apartment,8955779,947,2,"Random Street, Koramangala",Koramangala,Bangalore,12.930054,77.630925
prop_92,3 BHK Apartment in Sarjapur,apartment,8088479,1127,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.907914,77.687331
prop_93,3 BHK Apartment in Bellandur,apartment,7975470,1245,3,"Random Street, Bellandur",Bellandur,Bangalore,12.942733,77.666251
prop_94,3 BHK Apartment in Jayanagar,apartment,11525189,1283,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.939868,77.577041
prop_95,4 BHK Apartment in Bellandur,apartment,11339029,1583,4,"Random Street, Bellandur",Bellandur,Bangalore,12.919948,77.671312
prop_96,3 BHK Apartment in Jayanagar,apartment,11383330,1187,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.915707,77.578252
prop_97,3 BHK Apartment in Electronic City,apartment,7001396,1124,3,"Random Street, Electronic City",Electronic City,Bangalore,12.847134,77.659002
prop_98,4 BHK Apartment in Sarjapur,apartment,10214056,1576,4,"Random Street, Sarjapur",Sarjapur,Bangalore,12.913176,77.668879
prop_99,2 BHK Apartment in HSR Layout,apartment,7536456,999,2,"Random Street, HSR Layout",HSR Layout,Bangalore,12.900423,77.654177
prop_100,4 BHK Apartment in Whitefield,apartment,13128080,1666,4,"Random Street, Whitefield",Whitefield,Bangalore,12.983058,77.759051
prop_101,3 BHK Apartment in Whitefield,apartment,11437976,1298,3,"Random Street, Whitefield",Whitefield,Bangalore,12.984441,77.745165
prop_102,3 BHK Apartment in Indiranagar,apartment,12461956,1222,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.973071,77.647444
prop_103,3 BHK Apartment in Jayanagar,apartment,10052448,1176,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.944093,77.58636
prop_104,2 BHK Apartment in Electronic City,apartment,4314156,759,2,"Random Street, Electronic City",Electronic City,Bangalore,12.84917,77.652025
prop_105,4 BHK Apartment in HSR Layout,apartment,11207164,1403,4,"Random Street, HSR Layout",HSR Layout,Bangalore,12.901804,77.651888
prop_106,3 BHK Apartment in HSR Layout,apartment,10333440,1242,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.91246,77.650979
prop_107,4 BHK Apartment in Marathahalli,apartment,8924091,1419,4,"Random Street, Marathahalli",Marathahalli,Bangalore,12.949371,77.714779
prop_108,3 BHK Apartment in Koramangala,apartment,12394020,1257,3,"Random Street, Koramangala",Koramangala,Bangalore,12.923811,77.6164
prop_109,3 BHK Apartment in Indiranagar,apartment,11312400,1200,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.961642,77.631537
prop_110,3 BHK Apartment in Indiranagar,apartment,13470040,1195,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.957366,77.630692
prop_111,3 BHK Apartment in Whitefield,apartment,9865755,1355,3,"Random Street, Whitefield",Whitefield,Bangalore,12.963055,77.758891
prop_112,3 BHK Apartment in Jayanagar,apartment,9935204,1061,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.938709,77.595667
prop_113,3 BHK Apartment in Marathahalli,apartment,8031738,1221,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.962426,77.700785
prop_114,4 BHK Apartment in Hebbal,apartment,12750352,1544,4,"Random Street, Hebbal",Hebbal,Bangalore,13.028263,77.591794
prop_115,3 BHK Apartment in Sarjapur,apartment,7607040,1132,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.934771,77.684534
prop_116,4 BHK Apartment in Whitefield,apartment,10902044,1492,4,"Random Street, Whitefield",Whitefield,Bangalore,12.957323,77.758476
prop_117,2 BHK Apartment in Electronic City,apartment,5010240,921,2,"Random Street, Electronic City",Electronic City,Bangalore,12.856721,77.672015
prop_118,3 BHK Apartment in Jayanagar,apartment,10866960,1290,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.932174,77.592438
prop_119,3 BHK Apartment in Koramangala,apartment,12103733,1271,3,"Random Street, Koramangala",Koramangala,Bangalore,12.924798,77.628823
prop_120,4 BHK Apartment in Indiranagar,apartment,15496808,1576,4,"Random Street, Indiranagar",Indiranagar,Bangalore,12.965232,77.639398
prop_121,4 BHK Apartment in Whitefield,apartment,10455156,1587,4,"Random Street, Whitefield",Whitefield,Bangalore,12.95908,77.756601
prop_122,3 BHK Apartment in Sarjapur,apartment,7081860,1060,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.933734,77.680466
prop_123,3 BHK Apartment in HSR Layout,apartment,7974175,1177,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.900651,77.631001
prop_124,4 BHK Apartment in Indiranagar,apartment,15719077,1487,4,"Random Street, Indiranagar",Indiranagar,Bangalore,12.980421,77.652492
prop_125,2 BHK Apartment in HSR Layout,apartment,7960260,924,2,"Random Street, HSR Layout",HSR Layout,Bangalore,12.901323,77.651432
prop_126,3 BHK Apartment in Koramangala,apartment,12562512,1256,3,"Random Street, Koramangala",Koramangala,Bangalore,12.931746,77.620478
prop_127,3 BHK Apartment in Sarjapur,apartment,9533592,1368,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.917056,77.667515
prop_128,2 BHK Apartment in Electronic City,apartment,4325076,756,2,"Random Street, Electronic City",Electronic City,Bangalore,12.844518,77.66369
prop_129,3 BHK Apartment in HSR Layout,apartment,11369085,1365,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.922105,77.645633
prop_130,3 BHK Apartment in Koramangala,apartment,9241674,1087,3,"Random Street, Koramangala",Koramangala,Bangalore,12.937319,77.632085
prop_131,3 BHK Apartment in Whitefield,apartment,8914932,1329,3,"Random Street, Whitefield",Whitefield,Bangalore,12.980859,77.753584
prop_132,1 BHK Apartment in Electronic City,apartment,2772000,500,1,"Random Street, Electronic City",Electronic City,Bangalore,12.842926,77.671215
prop_133,4 BHK Apartment in Bellandur,apartment,14024549,1771,4,"Random Street, Bellandur",Bellandur,Bangalore,12.91881,77.685146
prop_134,2 BHK Apartment in Electronic City,apartment,5660864,946,2,"Random Street, Electronic City",Electronic City,Bangalore,12.833259,77.671321
prop_135,2 BHK Apartment in Marathahalli,apartment,5082264,837,2,"Random Street, Marathahalli",Marathahalli,Bangalore,12.954939,77.703589
prop_136,2 BHK Apartment in Electronic City,apartment,4929750,875,2,"Random Street, Electronic City",Electronic City,Bangalore,12.841237,77.673769
prop_137,3 BHK Apartment in Hebbal,apartment,9307116,1092,3,"Random Street, Hebbal",Hebbal,Bangalore,13.032715,77.595341
prop_138,3 BHK Apartment in Sarjapur,apartment,7731160,1114,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.908159,77.681896
prop_139,3 BHK Apartment in Whitefield,apartment,9857688,1306,3,"Random Street, Whitefield",Whitefield,Bangalore,12.961961,77.762123
prop_140,3 BHK Apartment in Indiranagar,apartment,13993272,1368,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.981422,77.65198
prop_141,3 BHK Apartment in Electronic City,apartment,4925820,1060,3,"Random Street, Electronic City",Electronic City,Bangalore,12.833179,77.647734
prop_142,4 BHK Apartment in Hebbal,apartment,13051248,1488,4,"Random Street, Hebbal",Hebbal,Bangalore,13.048004,77.590524
prop_143,2 BHK Apartment in Electronic City,apartment,3900204,756,2,"Random Street, Electronic City",Electronic City,Bangalore,12.843198,77.667542
prop_144,3 BHK Apartment in Sarjapur,apartment,9224364,1348,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.923457,77.667265
prop_145,3 BHK Apartment in Sarjapur,apartment,8398602,1098,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.917691,77.67924
prop_146,3 BHK Apartment in Hebbal,apartment,10703990,1333,3,"Random Street, Hebbal",Hebbal,Bangalore,13.02476,77.613104
prop_147,3 BHK Apartment in Hebbal,apartment,11561697,1323,3,"Random Street, Hebbal",Hebbal,Bangalore,13.037487,77.594873
prop_148,3 BHK Apartment in Whitefield,apartment,9655218,1251,3,"Random Street, Whitefield",Whitefield,Bangalore,12.965347,77.757583
prop_149,4 BHK Apartment in Hebbal,apartment,14511959,1603,4,"Random Street, Hebbal",Hebbal,Bangalore,13.047151,77.593646
prop_150,3 BHK Apartment in Bellandur,apartment,9087820,1390,3,"Random Street, Bellandur",Bellandur,Bangalore,12.923876,77.692385
prop_151,3 BHK Apartment in Bellandur,apartment,11372040,1395,3,"Random Street, Bellandur",Bellandur,Bangalore,12.928121,77.688102
prop_152,3 BHK Apartment in Indiranagar,apartment,14077360,1360,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.986214,77.65344
prop_153,2 BHK Apartment in Bellandur,apartment,6871905,981,2,"Random Street, Bellandur",Bellandur,Bangalore,12.937887,77.663711
prop_154,3 BHK Apartment in Electronic City,apartment,6644736,1008,3,"Random Street, Electronic City",Electronic City,Bangalore,12.852441,77.663109
prop_155,3 BHK Apartment in Whitefield,apartment,9276495,1245,3,"Random Street, Whitefield",Whitefield,Bangalore,12.975336,77.754479
prop_156,3 BHK Apartment in Electronic City,apartment,7841388,1284,3,"Random Street, Electronic City",Electronic City,Bangalore,12.834892,77.674889
prop_157,2 BHK Apartment in Jayanagar,apartment,8946081,997,2,"Random Street, Jayanagar",Jayanagar,Bangalore,12.920621,77.587407
prop_158,3 BHK Apartment in Indiranagar,apartment,15207720,1353,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.969455,77.64949
prop_159,3 BHK Apartment in HSR Layout,apartment,10130776,1304,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.908939,77.65011
prop_160,3 BHK Apartment in Bellandur,apartment,8226224,1168,3,"Random Street, Bellandur",Bellandur,Bangalore,12.918945,77.67631
prop_161,2 BHK Apartment in HSR Layout,apartment,7387016,949,2,"Random Street, HSR Layout",HSR Layout,Bangalore,12.914397,77.633506
prop_162,3 BHK Apartment in Sarjapur,apartment,9485085,1311,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.910283,77.680742
prop_163,3 BHK Apartment in Whitefield,apartment,9939968,1142,3,"Random Street, Whitefield",Whitefield,Bangalore,12.982468,77.764402
prop_164,5 BHK Apartment in Indiranagar,apartment,19371556,1801,5,"Random Street, Indiranagar",Indiranagar,Bangalore,12.967937,77.64222
prop_165,3 BHK Apartment in Koramangala,apartment,12998314,1337,3,"Random Street, Koramangala",Koramangala,Bangalore,12.931985,77.618616
prop_166,3 BHK Apartment in Koramangala,apartment,12178975,1345,3,"Random Street, Koramangala",Koramangala,Bangalore,12.945377,77.615765
prop_167,2 BHK Apartment in Electronic City,apartment,3929435,727,2,"Random Street, Electronic City",Electronic City,Bangalore,12.851343,77.658956
prop_168,3 BHK Apartment in Electronic City,apartment,6167510,1165,3,"Random Street, Electronic City",Electronic City,Bangalore,12.855737,77.664532
prop_169,4 BHK Apartment in HSR Layout,apartment,10982106,1422,4,"Random Street, HSR Layout",HSR Layout,Bangalore,12.913642,77.655791
prop_170,4 BHK Apartment in Jayanagar,apartment,14479920,1560,4,"Random Street, Jayanagar",Jayanagar,Bangalore,12.941736,77.593745
prop_171,3 BHK Apartment in Electronic City,apartment,6326848,1216,3,"Random Street, Electronic City",Electronic City,Bangalore,12.836731,77.648146
prop_172,3 BHK Apartment in Indiranagar,apartment,13274415,1277,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.959689,77.631233
prop_173,4 BHK Apartment in Whitefield,apartment,10899900,1468,4,"Random Street, Whitefield",Whitefield,Bangalore,12.961771,77.750885
prop_174,5 BHK Apartment in Hebbal,apartment,15745688,1916,5,"Random Street, Hebbal",Hebbal,Bangalore,13.039049,77.602108
prop_175,3 BHK Apartment in Whitefield,apartment,8415792,1232,3,"Random Street, Whitefield",Whitefield,Bangalore,12.961763,77.748075
prop_176,3 BHK Apartment in Electronic City,apartment,7266039,1263,3,"Random Street, Electronic City",Electronic City,Bangalore,12.841256,77.648139
prop_177,3 BHK Apartment in Koramangala,apartment,12411855,1305,3,"Random Street, Koramangala",Koramangala,Bangalore,12.923541,77.633118
prop_178,3 BHK Apartment in Koramangala,apartment,12511422,1386,3,"Random Street, Koramangala",Koramangala,Bangalore,12.949584,77.615456
prop_179,3 BHK Apartment in Whitefield,apartment,10270268,1324,3,"Random Street, Whitefield",Whitefield,Bangalore,12.966292,77.741368
prop_180,2 BHK Apartment in Jayanagar,apartment,8813224,934,2,"Random Street, Jayanagar",Jayanagar,Bangalore,12.938848,77.592674
prop_181,4 BHK Apartment in Sarjapur,apartment,8405100,1415,4,"Random Street, Sarjapur",Sarjapur,Bangalore,12.923883,77.675236
prop_182,3 BHK Apartment in Sarjapur,apartment,7920465,1205,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.936703,77.680784
prop_183,3 BHK Apartment in Whitefield,apartment,10823016,1394,3,"Random Street, Whitefield",Whitefield,Bangalore,12.983316,77.751011
prop_184,4 BHK Apartment in Hebbal,apartment,11498991,1563,4,"Random Street, Hebbal",Hebbal,Bangalore,13.047955,77.595029
prop_185,3 BHK Apartment in Koramangala,apartment,9310782,1027,3,"Random Street, Koramangala",Koramangala,Bangalore,12.923445,77.626285
prop_186,2 BHK Apartment in Jayanagar,apartment,9068360,973,2,"Random Street, Jayanagar",Jayanagar,Bangalore,12.925714,77.588191
prop_187,3 BHK Apartment in Whitefield,apartment,9563918,1274,3,"Random Street, Whitefield",Whitefield,Bangalore,12.959245,77.736594
prop_188,2 BHK Apartment in Electronic City,apartment,3950256,799,2,"Random Street, Electronic City",Electronic City,Bangalore,12.851361,77.657963
prop_189,2 BHK Apartment in Marathahalli,apartment,5384977,887,2,"Random Street, Marathahalli",Marathahalli,Bangalore,12.970305,77.695151
prop_190,4 BHK Apartment in Bellandur,apartment,11873400,1540,4,"Random Street, Bellandur",Bellandur,Bangalore,12.928904,77.685646
prop_191,3 BHK Apartment in Marathahalli,apartment,6771492,1014,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.97117,77.712753
prop_192,3 BHK Apartment in Bellandur,apartment,8952685,1253,3,"Random Street, Bellandur",Bellandur,Bangalore,12.931463,77.671013
prop_193,2 BHK Apartment in Electronic City,apartment,5573958,897,2,"Random Street, Electronic City",Electronic City,Bangalore,12.855738,77.652347
prop_194,4 BHK Apartment in Koramangala,apartment,15455104,1468,4,"Random Street, Koramangala",Koramangala,Bangalore,12.949967,77.617947
prop_195,2 BHK Apartment in Koramangala,apartment,8970795,933,2,"Random Street, Koramangala",Koramangala,Bangalore,12.924899,77.638035
prop_196,3 BHK Apartment in HSR Layout,apartment,9497763,1243,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.900956,77.632464
prop_197,4 BHK Apartment in Bellandur,apartment,13427733,1563,4,"Random Street, Bellandur",Bellandur,Bangalore,12.932894,77.690156
prop_198,4 BHK Apartment in Bellandur,apartment,11160384,1571,4,"Random Street, Bellandur",Bellandur,Bangalore,12.941806,77.678437
prop_199,3 BHK Apartment in Electronic City,apartment,5465568,1182,3,"Random Street, Electronic City",Electronic City,Bangalore,12.841441,77.669729
prop_200,3 BHK Apartment in HSR Layout,apartment,10328704,1216,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.901107,77.64221
prop_201,4 BHK Apartment in Indiranagar,apartment,15725968,1438,4,"Random Street, Indiranagar",Indiranagar,Bangalore,12.972281,77.648132
