id,title,property_type,price,area_sqft,bedrooms,address,locality,city,latitude,longitude
prop_28,4 BHK Apartment in Hebbal,apartment,11620191,1419,4,"Random Street, Hebbal",Hebbal,Bangalore,13.022607,77.594809
prop_29,3 BHK Apartment in Marathahalli,apartment,6906679,1079,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.957852,77.696978
prop_30,3 BHK Apartment in Sarjapur,apartment,8326800,1285,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.936378,77.683893
prop_31,3 BHK Apartment in Bellandur,apartment,10382580,1377,3,"Random Street, Bellandur",Bellandur,Bangalore,12.923137,77.68712
prop_32,3 BHK Apartment in Bellandur,apartment,9447184,1384,3,"Random Street, Bellandur",Bellandur,Bangalore,12.936796,77.673343
prop_33,3 BHK Apartment in Indiranagar,apartment,12180596,1172,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.957803,77.647753
prop_34,3 BHK Apartment in Marathahalli,apartment,9155751,1353,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.948447,77.708177
prop_35,2 BHK Apartment in Electronic City,apartment,3304815,795,2,"Random Street, Electronic City",Electronic City,Bangalore,12.839131,77.663884
prop_36,3 BHK Apartment in HSR Layout,apartment,9366750,1125,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.916229,77.658006
prop_37,2 BHK Apartment in Indiranagar,apartment,9498750,894,2,"Random Street, Indiranagar",Indiranagar,Bangalore,12.976159,77.629154
prop_38,3 BHK Apartment in Koramangala,apartment,11861070,1326,3,"Random Street, Koramangala",Koramangala,Bangalore,12.940267,77.636692
prop_39,4 BHK Apartment in Marathahalli,apartment,10196932,1486,4,"Random Street, Marathahalli",Marathahalli,Bangalore,12.958192,77.703301
prop_40,3 BHK Apartment in Marathahalli,apartment,7625772,1386,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.956762,77.714118
prop_41,2 BHK Apartment in Electronic City,apartment,5604732,967,2,"Random Street, Electronic City",Electronic City,Bangalore,12.846707,77.645239
prop_42,3 BHK Apartment in Marathahalli,apartment,5504760,1080,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.968719,77.702566
prop_43,4 BHK Apartment in Koramangala,apartment,14915440,1480,4,"Random Street, Koramangala",Koramangala,Bangalore,12.948332,77.622499
prop_44,4 BHK Apartment in Hebbal,apartment,11713912,1624,4,"Random Street, Hebbal",Hebbal,Bangalore,13.039069,77.597174
prop_45,4 BHK Apartment in Jayanagar,apartment,13320808,1412,4,"Random Street, Jayanagar",Jayanagar,Bangalore,12.942173,77.588419
prop_46,3 BHK Apartment in Hebbal,apartment,9869820,1214,3,"Random Street, Hebbal",Hebbal,Bangalore,13.037456,77.597835
prop_47,4 BHK Apartment in Marathahalli,apartment,10956432,1479,4,"Random Street, Marathahalli",Marathahalli,Bangalore,12.967892,77.713109
prop_48,3 BHK Apartment in Whitefield,apartment,9176958,1263,3,"Random Street, Whitefield",Whitefield,Bangalore,12.958171,77.740659
prop_49,3 BHK Apartment in Electronic City,apartment,6624909,1233,3,"Random Street, Electronic City",Electronic City,Bangalore,12.83165,77.667392
prop_50,3 BHK Apartment in HSR Layout,apartment,7730104,1006,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.899329,77.632823
prop_51,3 BHK Apartment in Koramangala,apartment,10678978,1151,3,"Random Street, Koramangala",Koramangala,Bangalore,12.930114,77.612302
prop_52,3 BHK Apartment in Hebbal,apartment,10472280,1176,3,"Random Street, Hebbal",Hebbal,Bangalore,13.045708,77.604345
prop_53,4 BHK Apartment in Hebbal,apartment,12814470,1531,4,"Random Street, Hebbal",Hebbal,Bangalore,13.033599,77.603236
prop_54,3 BHK Apartment in Bellandur,apartment,10887472,1388,3,"Random Street, Bellandur",Bellandur,Bangalore,12.944783,77.667252
prop_55,3 BHK Apartment in Bellandur,apartment,9990036,1367,3,"Random Street, Bellandur",Bellandur,Bangalore,12.929595,77.679532
prop_56,3 BHK Apartment in Koramangala,apartment,12005333,1189,3,"Random Street, Koramangala",Koramangala,Bangalore,12.944886,77.627701
prop_57,4 BHK Apartment in Hebbal,apartment,11987856,1494,4,"Random Street, Hebbal",Hebbal,Bangalore,13.031137,77.59521
prop_58,3 BHK Apartment in Koramangala,apartment,9895632,1086,3,"Random Street, Koramangala",Koramangala,Bangalore,12.925106,77.609573
prop_59,2 BHK Apartment in Electronic City,apartment,4849368,762,2,"Random Street, Electronic City",Electronic City,Bangalore,12.856008,77.646186
prop_60,2 BHK Apartment in Electronic City,apartment,5474736,874,2,"Random Street, Electronic City",Electronic City,Bangalore,12.849293,77.672615
prop_61,3 BHK Apartment in Bellandur,apartment,9293501,1253,3,"Random Street, Bellandur",Bellandur,Bangalore,12.940894,77.666585
prop_62,3 BHK Apartment in Indiranagar,apartment,13549296,1286,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.979815,77.626883
prop_63,3 BHK Apartment in Marathahalli,apartment,8293596,1158,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.942783,77.711347
prop_64,3 BHK Apartment in Koramangala,apartment,9705848,1016,3,"Random Street, Koramangala",Koramangala,Bangalore,12.943733,77.614214
prop_65,4 BHK Apartment in Sarjapur,apartment,9020540,1462,4,"Random Street, Sarjapur",Sarjapur,Bangalore,12.908252,77.660998
prop_66,4 BHK Apartment in Hebbal,apartment,12887152,1528,4,"Random Street, Hebbal",Hebbal,Bangalore,13.037805,77.60811
prop_67,3 BHK Apartment in Bellandur,apartment,10520692,1274,3,"Random Street, Bellandur",Bellandur,Bangalore,12.944415,77.681215
prop_68,3 BHK Apartment in Bellandur,apartment,8831428,1102,3,"Random Street, Bellandur",Bellandur,Bangalore,12.920881,77.674575
prop_69,3 BHK Apartment in Koramangala,apartment,11488000,1280,3,"Random Street, Koramangala",Koramangala,Bangalore,12.93041,77.637053
prop_70,3 BHK Apartment in HSR Layout,apartment,9543816,1098,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.922507,77.640972
prop_71,3 BHK Apartment in Sarjapur,apartment,7660374,1186,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.925252,77.667282
prop_72,4 BHK Apartment in Indiranagar,apartment,15638656,1532,4,"Random Street, Indiranagar",Indiranagar,Bangalore,12.97618,77.62896
prop_73,4 BHK Apartment in Bellandur,apartment,9835122,1426,4,"Random Street, Bellandur",Bellandur,Bangalore,12.925772,77.686688
prop_74,3 BHK Apartment in Koramangala,apartment,11778453,1359,3,"Random Street, Koramangala",Koramangala,Bangalore,12.927588,77.614105
prop_75,3 BHK Apartment in Electronic City,apartment,5858928,1044,3,"Random Street, Electronic City",Electronic City,Bangalore,12.833351,77.646467
prop_76,3 BHK Apartment in Indiranagar,apartment,10990058,1054,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.961308,77.643037
prop_77,3 BHK Apartment in Bellandur,apartment,8290530,1101,3,"Random Street, Bellandur",Bellandur,Bangalore,12.942295,77.692612
prop_78,3 BHK Apartment in Sarjapur,apartment,8952768,1256,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.916839,77.664617
prop_79,2 BHK Apartment in HSR Layout,apartment,8419395,983,2,"Random Street, HSR Layout",HSR Layout,Bangalore,12.913287,77.647519
prop_80,3 BHK Apartment in HSR Layout,apartment,10220452,1364,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.919996,77.631036
prop_81,4 BHK Apartment in HSR Layout,apartment,10340610,1435,4,"Random Street, HSR Layout",HSR Layout,Bangalore,12.92221,77.648438
prop_82,3 BHK Apartment in Marathahalli,apartment,8433312,1284,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.967033,77.703229
prop_83,2 BHK Apartment in Electronic City,apartment,6325062,982,2,"Random Street, Electronic City",Electronic City,Bangalore,12.830263,77.658943
prop_84,3 BHK Apartment in Electronic City,apartment,6081642,1038,3,"Random Street, Electronic City",Electronic City,Bangalore,12.855713,77.672739
prop_85,4 BHK Apartment in Indiranagar,apartment,15588612,1404,4,"Random Street, Indiranagar",Indiranagar,Bangalore,12.975722,77.638349
prop_86,3 BHK Apartment in Marathahalli,apartment,9477192,1324,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.958966,77.70391
prop_87,3 BHK Apartment in HSR Layout,apartment,11839446,1377,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.904457,77.657836
prop_88,3 BHK Apartment in Bellandur,apartment,8437085,1229,3,"Random Street, Bellandur",Bellandur,Bangalore,12.932535,77.693271
prop_89,3 BHK Apartment in Marathahalli,apartment,7082009,1177,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.958675,77.688719
prop_90,4 BHK Apartment in Whitefield,apartment,10970944,1517,4,"Random Street, Whitefield",Whitefield,Bangalore,12.957395,77.760303
prop_91,3 BHK Apartment in Hebbal,apartment,11225704,1372,3,"Random Street, Hebbal",Hebbal,Bangalore,13.024245,77.610492
prop_92,3 BHK Apartment in Hebbal,apartment,10275495,1335,3,"Random Street, Hebbal",Hebbal,Bangalore,13.029737,77.600666
prop_93,3 BHK Apartment in Hebbal,apartment,10054429,1309,3,"Random Street, Hebbal",Hebbal,Bangalore,13.031641,77.612756
prop_94,4 BHK Apartment in Indiranagar,apartment,17078595,1515,4,"Random Street, Indiranagar",Indiranagar,Bangalore,12.972305,77.646054
prop_95,3 BHK Apartment in Jayanagar,apartment,11498760,1215,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.920941,77.579389
prop_96,3 BHK Apartment in Bellandur,apartment,10033578,1278,3,"Random Street, Bellandur",Bellandur,Bangalore,12.932923,77.67326
prop_97,4 BHK Apartment in Sarjapur,apartment,11204638,1466,4,"Random Street, Sarjapur",Sarjapur,Bangalore,12.917267,77.662872
prop_98,3 BHK Apartment in Indiranagar,apartment,14170650,1290,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.980379,77.647048
prop_99,3 BHK Apartment in Whitefield,apartment,8591805,1395,3,"Random Street, Whitefield",Whitefield,Bangalore,12.958572,77.760099
prop_100,3 BHK Apartment in Electronic City,apartment,6117112,1112,3,"Random Street, Electronic City",Electronic City,Bangalore,12.858103,77.662803
prop_101,3 BHK Apartment in Electronic City,apartment,5066762,1058,3,"Random Street, Electronic City",Electronic City,Bangalore,12.844595,77.674616
prop_102,3 BHK Apartment in Hebbal,apartment,9468144,1212,3,"Random Street, Hebbal",Hebbal,Bangalore,13.038075,77.603373
prop_103,3 BHK Apartment in Hebbal,apartment,9195468,1301,3,"Random Street, Hebbal",Hebbal,Bangalore,13.043226,77.592104
prop_104,3 BHK Apartment in HSR Layout,apartment,12324711,1311,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.919594,77.636233
prop_105,3 BHK Apartment in Bellandur,apartment,8397184,1156,3,"Random Street, Bellandur",Bellandur,Bangalore,12.930928,77.672795
prop_106,3 BHK Apartment in Sarjapur,apartment,7909984,1208,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.91138,77.663455
prop_107,3 BHK Apartment in Indiranagar,apartment,13324365,1293,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.967501,77.648726
prop_108,2 BHK Apartment in Electronic City,apartment,4658299,841,2,"Random Street, Electronic City",Electronic City,Bangalore,12.859039,77.646271
prop_109,4 BHK Apartment in Jayanagar,apartment,13324986,1494,4,"Random Street, Jayanagar",Jayanagar,Bangalore,12.937625,77.569181
prop_110,3 BHK Apartment in Electronic City,apartment,6151700,1084,3,"Random Street, Electronic City",Electronic City,Bangalore,12.841691,77.668675
prop_111,3 BHK Apartment in Jayanagar,apartment,10914960,1095,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.916923,77.582369
prop_112,3 BHK Apartment in HSR Layout,apartment,9058352,1112,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.925798,77.640182
prop_113,4 BHK Apartment in Jayanagar,apartment,13962970,1510,4,"Random Street, Jayanagar",Jayanagar,Bangalore,12.924682,77.574299
prop_114,3 BHK Apartment in Jayanagar,apartment,11190168,1194,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.943497,77.597089
prop_115,3 BHK Apartment in Koramangala,apartment,12351578,1271,3,"Random Street, Koramangala",Koramangala,Bangalore,12.92664,77.628104
prop_116,4 BHK Apartment in HSR Layout,apartment,10925970,1465,4,"Random Street, HSR Layout",HSR Layout,Bangalore,12.904867,77.656565
prop_117,3 BHK Apartment in Marathahalli,apartment,7580202,1239,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.968854,77.711312
prop_118,4 BHK Apartment in Whitefield,apartment,11404104,1686,4,"Random Street, Whitefield",Whitefield,Bangalore,12.964151,77.75116
prop_119,3 BHK Apartment in Jayanagar,apartment,10650279,1137,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.936994,77.593818
prop_120,3 BHK Apartment in Hebbal,apartment,10065666,1326,3,"Random Street, Hebbal",Hebbal,Bangalore,13.02126,77.590664
prop_121,4 BHK Apartment in Hebbal,apartment,12109373,1523,4,"Random Street, Hebbal",Hebbal,Bangalore,13.031229,77.58505
prop_122,3 BHK Apartment in Bellandur,apartment,10015850,1235,3,"Random Street, Bellandur",Bellandur,Bangalore,12.933576,77.690194
prop_123,3 BHK Apartment in Jayanagar,apartment,10989440,1232,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.943363,77.578329
prop_124,2 BHK Apartment in Electronic City,apartment,5431293,927,2,"Random Street, Electronic City",Electronic City,Bangalore,12.859128,77.658141
prop_125,2 BHK Apartment in Marathahalli,apartment,6339540,996,2,"Random Street, Marathahalli",Marathahalli,Bangalore,12.960575,77.688031
prop_126,3 BHK Apartment in Koramangala,apartment,9513000,1125,3,"Random Street, Koramangala",Koramangala,Bangalore,12.930392,77.634068
prop_127,3 BHK Apartment in Bellandur,apartment,9219230,1255,3,"Random Street, Bellandur",Bellandur,Bangalore,12.941433,77.679021
prop_128,3 BHK Apartment in Sarjapur,apartment,8257359,1353,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.922321,77.676185
prop_129,2 BHK Apartment in Koramangala,apartment,7129085,743,2,"Random Street, Koramangala",Koramangala,Bangalore,12.945575,77.632723
prop_130,3 BHK Apartment in Sarjapur,apartment,9432960,1360,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.936414,77.679659
prop_131,3 BHK Apartment in Sarjapur,apartment,9050200,1223,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.920444,77.677237
prop_132,3 BHK Apartment in Bellandur,apartment,9091152,1244,3,"Random Street, Bellandur",Bellandur,Bangalore,12.934856,77.693126
prop_133,3 BHK Apartment in Marathahalli,apartment,7225702,1166,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.964454,77.701597
prop_134,3 BHK Apartment in Bellandur,apartment,10837995,1165,3,"Random Street, Bellandur",Bellandur,Bangalore,12.94405,77.685892
prop_135,3 BHK Apartment in Whitefield,apartment,10189018,1381,3,"Random Street, Whitefield",Whitefield,Bangalore,12.982,77.757339
prop_136,3 BHK Apartment in Jayanagar,apartment,12281299,1369,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.93606,77.573496
prop_137,2 BHK Apartment in Koramangala,apartment,8239198,857,2,"Random Street, Koramangala",Koramangala,Bangalore,12.930112,77.616718
prop_138,3 BHK Apartment in Marathahalli,apartment,7747593,1113,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.947531,77.711891
prop_139,4 BHK Apartment in Whitefield,apartment,13420407,1599,4,"Random Street, Whitefield",Whitefield,Bangalore,12.97307,77.758579
prop_140,3 BHK Apartment in Koramangala,apartment,10647601,1147,3,"Random Street, Koramangala",Koramangala,Bangalore,12.944962,77.638246
prop_141,2 BHK Apartment in Koramangala,apartment,7025480,770,2,"Random Street, Koramangala",Koramangala,Bangalore,12.92338,77.633454
prop_142,3 BHK Apartment in Electronic City,apartment,5157936,1008,3,"Random Street, Electronic City",Electronic City,Bangalore,12.837996,77.672937
prop_143,3 BHK Apartment in Koramangala,apartment,12163810,1285,3,"Random Street, Koramangala",Koramangala,Bangalore,12.932932,77.615559
prop_144,3 BHK Apartment in Koramangala,apartment,9078048,1064,3,"Random Street, Koramangala",Koramangala,Bangalore,12.945467,77.62835
prop_145,2 BHK Apartment in Marathahalli,apartment,4729536,864,2,"Random Street, Marathahalli",Marathahalli,Bangalore,12.961572,77.70587
prop_146,3 BHK Apartment in Whitefield,apartment,8684978,1093,3,"Random Street, Whitefield",Whitefield,Bangalore,12.957297,77.762246
prop_147,3 BHK Apartment in Electronic City,apartment,7415288,1163,3,"Random Street, Electronic City",Electronic City,Bangalore,12.852508,77.651956
prop_148,3 BHK Apartment in Bellandur,apartment,9126137,1273,3,"Random Street, Bellandur",Bellandur,Bangalore,12.925786,77.68801
prop_149,3 BHK Apartment in Jayanagar,apartment,13123712,1358,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.937371,77.585665
prop_150,3 BHK Apartment in Jayanagar,apartment,10936803,1137,3,"Random Street, Jayanagar",Jayanagar,Bangalore,12.943275,77.580774
prop_151,3 BHK Apartment in HSR Layout,apartment,9590490,1171,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.903211,77.649264
prop_152,3 BHK Apartment in Electronic City,apartment,5572600,1192,3,"Random Street, Electronic City",Electronic City,Bangalore,12.848361,77.651991
prop_153,3 BHK Apartment in Marathahalli,apartment,7206149,1093,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.954933,77.69954
prop_154,4 BHK Apartment in Jayanagar,apartment,12134060,1460,4,"Random Street, Jayanagar",Jayanagar,Bangalore,12.939654,77.572687
prop_155,3 BHK Apartment in Indiranagar,apartment,11502720,1152,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.974113,77.647181
prop_156,3 BHK Apartment in Whitefield,apartment,8149908,1068,3,"Random Street, Whitefield",Whitefield,Bangalore,12.983181,77.763141
prop_157,3 BHK Apartment in Marathahalli,apartment,9083206,1334,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.970329,77.692075
prop_158,3 BHK Apartment in Indiranagar,apartment,10072758,1081,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.95941,77.645642
prop_159,4 BHK Apartment in Bellandur,apartment,10604960,1678,4,"Random Street, Bellandur",Bellandur,Bangalore,12.91829,77.672322
prop_160,3 BHK Apartment in Bellandur,apartment,8846647,1159,3,"Random Street, Bellandur",Bellandur,Bangalore,12.921647,77.666074
prop_161,2 BHK Apartment in Koramangala,apartment,8619300,900,2,"Random Street, Koramangala",Koramangala,Bangalore,12.937342,77.622953
prop_162,5 BHK Apartment in Hebbal,apartment,15717979,1819,5,"Random Street, Hebbal",Hebbal,Bangalore,13.024256,77.609633
prop_163,2 BHK Apartment in Marathahalli,apartment,5961016,827,2,"Random Street, Marathahalli",Marathahalli,Bangalore,12.957385,77.698413
prop_164,4 BHK Apartment in Hebbal,apartment,12598521,1599,4,"Random Street, Hebbal",Hebbal,Bangalore,13.025999,77.591132
prop_165,3 BHK Apartment in HSR Layout,apartment,9281151,1167,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.914544,77.64368
prop_166,3 BHK Apartment in Hebbal,apartment,10286430,1281,3,"Random Street, Hebbal",Hebbal,Bangalore,13.038973,77.59772
prop_167,3 BHK Apartment in Whitefield,apartment,8351380,1055,3,"Random Street, Whitefield",Whitefield,Bangalore,12.981472,77.763485
prop_168,3 BHK Apartment in Electronic City,apartment,6664680,1080,3,"Random Street, Electronic City",Electronic City,Bangalore,12.850979,77.673215
prop_169,3 BHK Apartment in HSR Layout,apartment,8698305,1155,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.923577,77.650296
prop_170,3 BHK Apartment in Marathahalli,apartment,8892171,1341,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.963617,77.692299
prop_171,3 BHK Apartment in Bellandur,apartment,8693100,1170,3,"Random Street, Bellandur",Bellandur,Bangalore,12.927724,77.686471
prop_172,3 BHK Apartment in Marathahalli,apartment,7438809,1139,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.963646,77.710054
prop_173,3 BHK Apartment in Marathahalli,apartment,7792301,1067,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.949704,77.705256
prop_174,3 BHK Apartment in Marathahalli,apartment,7154550,1170,3,"Random Street, Marathahalli",Marathahalli,Bangalore,12.94366,77.708183
prop_175,3 BHK Apartment in Koramangala,apartment,9228072,1064,3,"Random Street, Koramangala",Koramangala,Bangalore,12.92789,77.615844
prop_176,4 BHK Apartment in Bellandur,apartment,10498950,1515,4,"Random Street, Bellandur",Bellandur,Bangalore,12.92865,77.666255
prop_177,3 BHK Apartment in Hebbal,apartment,10441920,1168,3,"Random Street, Hebbal",Hebbal,Bangalore,13.02092,77.586276
prop_178,3 BHK Apartment in Bellandur,apartment,9312600,1275,3,"Random Street, Bellandur",Bellandur,Bangalore,12.92901,77.677783
prop_179,2 BHK Apartment in Jayanagar,apartment,7931690,962,2,"Random Street, Jayanagar",Jayanagar,Bangalore,12.917148,77.590204
prop_180,3 BHK Apartment in Koramangala,apartment,12542820,1380,3,"Random Street, Koramangala",Koramangala,Bangalore,12.922156,77.614775
prop_181,4 BHK Apartment in Indiranagar,apartment,17610486,1546,4,"Random Street, Indiranagar",Indiranagar,Bangalore,12.976213,77.629924
prop_182,4 BHK Apartment in Whitefield,apartment,9332557,1469,4,"Random Street, Whitefield",Whitefield,Bangalore,12.969562,77.760155
prop_183,2 BHK Apartment in Jayanagar,apartment,8286250,947,2,"Random Street, Jayanagar",Jayanagar,Bangalore,12.941022,77.575183
prop_184,4 BHK Apartment in Bellandur,apartment,10564100,1418,4,"Random Street, Bellandur",Bellandur,Bangalore,12.937139,77.68035
prop_185,2 BHK Apartment in Electronic City,apartment,4567759,883,2,"Random Street, Electronic City",Electronic City,Bangalore,12.834973,77.657678
prop_186,2 BHK Apartment in Marathahalli,apartment,6298500,969,2,"Random Street, Marathahalli",Marathahalli,Bangalore,12.962789,77.714516
prop_187,3 BHK Apartment in Indiranagar,apartment,13920244,1339,3,"Random Street, Indiranagar",Indiranagar,Bangalore,12.966066,77.637703
prop_188,3 BHK Apartment in Whitefield,apartment,8736640,1241,3,"Random Street, Whitefield",Whitefield,Bangalore,12.968165,77.753574
prop_189,3 BHK Apartment in Bellandur,apartment,10667277,1251,3,"Random Street, Bellandur",Bellandur,Bangalore,12.930122,77.69026
prop_190,3 BHK Apartment in Hebbal,apartment,10166272,1241,3,"Random Street, Hebbal",Hebbal,Bangalore,13.026476,77.606445
prop_191,4 BHK Apartment in HSR Layout,apartment,11570115,1445,4,"Random Street, HSR Layout",HSR Layout,Bangalore,12.918287,77.64117
prop_192,4 BHK Apartment in Hebbal,apartment,11606345,1459,4,"Random Street, Hebbal",Hebbal,Bangalore,13.041695,77.585305
prop_193,3 BHK Apartment in Koramangala,apartment,11522124,1139,3,"Random Street, Koramangala",Koramangala,Bangalore,12.929319,77.626698
prop_194,2 BHK Apartment in Electronic City,apartment,5463600,942,2,"Random Street, Electronic City",Electronic City,Bangalore,12.851559,77.651247
prop_195,4 BHK Apartment in Indiranagar,apartment,14504826,1446,4,"Random Street, Indiranagar",Indiranagar,Bangalore,12.963256,77.643059
prop_196,3 BHK Apartment in HSR Layout,apartment,11488008,1281,3,"Random Street, HSR Layout",HSR Layout,Bangalore,12.921673,77.656011
prop_197,2 BHK Apartment in Marathahalli,apartment,5474565,855,2,"Random Street, Marathahalli",Marathahalli,Bangalore,12.953427,77.708071
prop_198,4 BHK Apartment in Hebbal,apartment,9833500,1420,4,"Random Street, Hebbal",Hebbal,Bangalore,13.036427,77.602741
prop_199,3 BHK Apartment in Bellandur,apartment,8835960,1340,3,"Random Street, Bellandur",Bellandur,Bangalore,12.944278,77.668517
prop_200,4 BHK Apartment in Bellandur,apartment,8961183,1407,4,"Random Street, Bellandur",Bellandur,Bangalore,12.94196,77.688208
prop_201,3 BHK Apartment in Sarjapur,apartment,9014563,1247,3,"Random Street, Sarjapur",Sarjapur,Bangalore,12.918265,77.667928
